content,score,cleaned_content,sentiment
top,5,top,positif
"mohon untuk aplikasi lebih di bagusin lgi, untuk pilihan barang dan lainnya sudah oke, masih ada satu kendala untuk pengecekan history/ invoice tidak bisa ato tidak nampak invoice nya tolong untuk diperbaiki, dan untuk kejelasan kurir diperbaiki,",5,mohon aplikasi bagusin lgi pilih barang oke kendala kece history invoice ato nampak invoice nya tolong baik jelas kurir baik,negatif
apakah cuma stuk di metode pembayaran,1,stuk metode bayar,negatif
tokopedia aj3k gara tokopedia ini tiktok gua gak bisa belanja online di Malaysia lagii tokopedia pt3k baca lokasi aja gak bisa apk rendhan gak jelass aj3k lahhh gak jelas apis hubungan tokopedia sama tiktok aj3k gak jelasss jangn donlod apk inii apk smph apk gak ax pertanggunv jawaban,1,tokopedia ajk gara tokopedia tiktok gua belanja online malaysia lagi tokopedia ptk baca lokasi aja apk rendhan jelass ajk lahhh apis hubung tokopedia tiktok ajk jelasss jangn donlod apk ini apk smph apk ax pertanggunv,negatif
simpel dan mudah,5,simpel mudah,positif
bagus,5,bagus,netral
update muluu...performa tetep aja segitu-segitu..,2,update muluuperforma tetep aja segitusegitu,positif
ok,5,oke,positif
"1.tdk bisa pilih jasa pengiriman, kurir tdk profesional dan terjadi berkali-kali 3.memasukan titik alamat di apk tidak ada gunanya (tidak terdeteksi pihak jasa kirim) 4.saldo tokped/tiktok tidak seperti toko oren bisa dipakai pembayaran diluar apk dg qris 5. produk proplan toko official ko tdk bisa kirim ke rmh, yg repack sih banyak tp kan bisa jd palsu, di toko sebelah aja bisa 6.barang tdk sesuai deskripsi/foto sampul iklan produk",1,pilih jasa kirim kurir profesional berkalikali pasu titik alamat apk guna deteksi jasa kirim saldo tokpedtiktok toko oren pakai bayar luar apk dg qris produk proplan toko official ko kirim rumah yg repack sih palsu toko belah aja barang sesuai deskripsifoto sampul iklan produk,positif
saya coba belanja di toko pedis apa obat2 murah tapi amuh untuk membasmi sundep saya kasih bintang tiga dulu,3,coba belanja toko pedis obat murah basmi sundep kasih bintang,negatif
semua di mudahkan,5,mudah,netral
murah,5,murah,netral
entah kenapa Tokopedia saat ini semakin Buruk setelah di belih oleh Tiktok,1,tokopedia buruk belih tiktok,negatif
baik,2,,netral
semoga lebih baik,5,moga,positif
huhuy,5,huhuy,netral
tolong di perbaiki notifikasi Chatnya... karena tidak mau hilang... itu sangat menggangu...,2,tolong baik notifikasi chatnya hilang menggangu,netral
yes yes,5,yes yes,positif
"e-commerce paling kacau yang ada di Indonesia!! masaiya melakukan pembatalan karena ada suatu alasan yang jelas harus menunggu persetujuan dari pihak Seller!!? setelah menunggu di approved Seller, pembatalan justru ditolak oleh Seller dan tetap diproses!! CONTOH TUH E-COMMERCE LAIN YANG SANGAT MUDAH MELAKUKAN PEMBATALAN PESANAN!! LAZADA BETTER THAN TOKPED!!!",1,ecommerce kacau indonesia masaiya batal alas tunggu tuju seller tunggu approved seller batal tolak seller proses contoh tuh ecommerce mudah batal pesan lazada better than tokped,negatif
"simple , efisien",5,simple efisien,positif
"Tokopedia sudah tidak seperti yang dulu , siap-siap cabut ke toko sebelah, ayo ramaikan bintang satu.",1,tokopedia siapsiap pergi toko belah ayo ramai bintang,netral
"pengiriman lama , padahal gak pre order",1,kirim pre order,positif
aplikasi ngelag pas checkout pdhl aplikasi sebelah gk da masalah.. trus knp lebih mahal hargadisni dr sebelah ya..,2,aplikasi ngelag pas checkout pdhl aplikasi belah da trus mahal hargadisni dr belah ya,negatif
baik,4,,netral
baik,4,,netral
👍,5,,netral
ok,5,oke,positif
"Aplikasi online shop penipu memberikan event terhadap pengguna baru dengan embel"" reward kupon dengan melakukan pembelian non COD tapi setelah melakukan pembelian Event tiba"" hilang ga ada kejelasan haha apk Secam menipu dengan adanya event Sampah",1,aplikasi online shop tipu event guna embel reward kupon beli non cod beli event hilang jelas haha apk cam tipu event sampah,netral
baik,5,,netral
saya saldo dana saya tiba2 hilang kok bisa di Tokopedia . sementara saya gak ada aplikasi Tokopedia,1,saldo dana hilang tokopedia aplikasi tokopedia,positif
keren bisa bayar pake koin mntp,5,keren bayar pake koin mntp,netral
"Bos, Tolong saya, verification data, dan Menautkan Payment Loading terus. Bisakah lebih di optimized aplikasinya.",5,bos tolong verification data taut payment loading optimized aplikasi,negatif
"baru kali ini belanja di tokped banyak seller bodong kirim barang asal asalan kek masker sebiji, diminta refund ditolak seller manipulatif nunggu persetujuan admin tokped juga lelet nya minta ampun. kapok pake tokped...",1,kali belanja tokped seller bodong kirim barang asal kek masker biji refund tolak seller manipulatif nunggu tuju admin tokped lelet nya ampun kapok pake tokped,netral
topeped pelayanan yg memuaskan,5,topeped layan yg muas,positif
"apk busuk, Tokopedia yg sekarang sampah ga kaya dulu",1,apk busuk tokopedia yg sampah kaya,negatif
dapat Bonus tapi diatur pemakaiannya sama aplikasi yg namanya Bonus ya terserah konsumennya mau pake berapa aja ngaco aja nih aplikasi !! makin ditinggal konsumennya lu,1,bonus atur pakai aplikasi yg nama bonus ya serah konsumen pake aja ngaco aja nih aplikasi tinggal konsumen,positif
"tidak recommended sama sekali ,keracunan tiktok",1,recommended racun tiktok,netral
proses penarikan dana semakin lama dan berbelit belit,1,proses tari dana belit belit,positif
history pembelian hilang. makin ga jelas ini aplikasi,1,history beli hilang aplikasi,negatif
"belanja menjadi menyenangkan,mantab....",4,belanja menyenangkanmantab,netral
"tolong tambahkan tarik saldo refund ke dana,biar praktis untuk orang yang seperti saya gak punya rekening bank gopay lama saya ga bisa dibuka",3,tolong tambah tarik saldo refund danabiar praktis orang rekening bank gopay buka,positif
L u m a y a n m a n f a a t n y a . .,3,l m a y a n m a n f a a t n y a,netral
mantap,5,mantap,positif
gak bisa chat penjual,1,chat jual,positif
"aplikasinya sudah normal, tapi klo bisa membukannya di buat lebih ringan",3,aplikasi normal buk ringan,netral
gak bisa cod gak gratis ongkir kalah sama toko oren,1,cod gratis ongkir kalah toko oren,netral
"dah sampe ke baleendah untuk sampe kedaerah asem Pameungpeuk kab bandung butuh waktu dua hari , aplikasi payah lemah",1,sampe baleendah sampe daerah asem pameungpeuk kab bandung butuh aplikasi payah lemah,negatif
udah ga sebagus dulu lagi,1,bagus,netral
bebas lepas bertransaksi,5,bebas lepas transaksi,negatif
"barang selalu lebih mahal, ongkir selalu lebih mahal, kalo cekout banyak layanan yang mesti di bayar, ui/ux gk nyaman",1,barang mahal ongkir mahal kalo cekout layan mesti bayar uiux nyaman,positif
utk pengembang jika pengembalian dana jika barang tidak juga dikirim oleh penjual jangan terlalu lama dikonfirmasi/dikirim uang kembali. klw bisa 1x24 jam dana sudah kembali spt aplikasi sebelah. soalnya mau belanja d toko lain jd hrs nunggu dananya cair duluu,5,utk kembang kembali dana barang kirim jual dikonfirmasidikirim uang x jam dana spt aplikasi belah belanja d toko hrs nunggu dana cair duluu,positif
Hari banyak yg mau di beli ..namun berhubung anda selalu pake metode pembayaran via BCA Virtual dan mengabaikan Gerai Alphamart Indomaret jadi sangat TOTAL Tdk jadi belanja ... jadi kalaupun mau order pesanan jadi main petak umpet ky bocah ... Gerai online ada baru belanja ... bukan sesuatu yg aneh tp mmg sdh budaya anda ...,1,yg beli hubung pake metode bayar via bca virtual abai gerai alphamart indomaret total belanja order pesan main petak umpet ky bocah gerai online belanja yg aneh mmg budaya,negatif
mengecewakan sekali. terburuk. kurir nya juga . padahal sudah langganan sama kurir// s******. terburuk lah.,1,kecewa buruk kurir nya langgan kurir s buruk,negatif
bonus hilang setelah up date,1,bonus hilang up date,netral
"utk pabrik keramik lantai Thanos , mhn dg hormat cek lagi alat cetaknya knp dlm satu kardus / meter 50x50 ukuran beda"" ada yg 50x50, ada yg 50,2 Mili, ada jg yg 49,9 dan keramik tdk rata tengah bnyk yg cembung, .....mohon jd perhatian klo ingin smua lancar, nat satu kardus kok beda"" Krn beda ukuran perkardus, dan itu merata setiap meter",1,utk pabrik keramik lantai thanos mhn dg hormat cek alat cetak dlm kardus meter x ukur beda yg x yg mil yg keramik bnyk yg cembung mohon perhati smua lancar nat kardus beda krn beda ukur kardus rata meter,negatif
mamtap tap tap,5,mamtap tap tap,netral
pengiriman selalu lama ...kecewa JD males belanja disini,1,kirim kecewa males belanja,netral
mantap. pelayanan ok,5,mantap layan oke,positif
"kenapa di versi ini saya tidak bisa lihat toko yg di follow?, sedangkan di tab masih bisa",5,versi lihat toko yg follow tab,positif
ihhh sereeemmmm.. Ada haikal hasan... Unistall...,1,ihhh sereeemmmm haikal hasan unistall,negatif
kebanyakan update semakin berat,1,banyak update berat,netral
APLIKASI SAKETTTTT..!! SETIAP UPGRADE BERTAMBAH MEMBINGUNGKAN BERTAMBAH EROR..!! KENAPA PESAN TELAH DIBACA NOTIFIKASI TIDAK HILANG HILANG + MEMBLOKIR PELAPAK YG TIDAK JELAS BERJUALAN TIDAK BISA LAGE + MEMBATALKAN TRANSAKSI NUNGGU 3X24 JAM + JASA PENGANTAR PAKET TERLAMA MENGANTAR PAKET RECOMENDASI TOKOPEDIA YAITU JASA LION PARCEL & ID EXPRESS..!! INI APLIKASI HANYA MENGUNTUNGKAN DEVLOPER & PELAPAK & SANGAT MERUGIKAN WAKTU PEMBELI..! APLIKASI SAMPAH..!! UPGRADE BUSUK..!!!,1,aplikasi sakettttt upgrade tambah bingung tambah eror pesan baca notifikasi hilang hilang blokir lapak yg jual lage batal transaksi nunggu x jam jasa antar paket lama antar paket recomendasi tokopedia jasa lion parcel id express aplikasi untung devloper lapak rugi beli aplikasi sampah upgrade busuk,negatif
"Terimakasih tokopedia, berbelanja dan bayar yang lainnya sangat mudah, terimakasih",5,terimakasih tokopedia belanja bayar mudah terimakasih,positif
baik,4,,netral
"Terpaksa ulasan saya rubah..yg kemarin saya kasih bintang 5 sekarang 1 aja.. Krn setelah update juni 2025 toped jadi bermasalah,g bisa di pake belanja,keluar tulisa aplikasi telah berhenti dan keluar dari apk..",1,paksa ulas rubahyg kemarin kasih bintang aja krn update juni toped bermasalahg pake belanjakeluar tulisa aplikasi henti apk,negatif
pilihan barangnya sangat banyak,5,pilih barang,negatif
"Harga tidak tranparan & penuh tipuan, Harga akan berunah sampai 50% lebih mahal begitu anda klik tombol check out.",1,harga tranparan penuh tipu harga berunah mahal klik tombol check out,positif
tokopedi toko online...tapi toko2nya Sabtu Minggu g bisa melayani pembeli alasan tutup mikir atuh toko online kok mirip toko offline toko online lebih lambat pelayanan dari toko offline mikir bos,3,tokopedi toko onlinetapi toko sabtu minggu layan beli alas tutup mikir atuh toko online toko offline toko online lambat layan toko offline mikir bos,netral
mantap,5,mantap,positif
masih belum,3,,netral
"masak saldo dana Saya hilang setelah saya hubungkan ke tokopedia,dan baru pertama kali ini saya install Tokopedia tapi sudah dikecewakan",1,masak saldo dana hilang hubung tokopediadan kali install tokopedia kecewa,positif
ok,4,oke,positif
"memang tokped is the best, sangat membantu sekali utk setiap pembayaran tagihan, ada discount lg, Jd lebih murah pembayarannya. makasih tokped👍🙏",5,tokped is the best bantu utk bayar tagih discount lg murah bayar makasih tokped,netral
TOP,5,top,positif
"tokopedia sudah bagus sekarang,saya harap semakin bagus setiap ada pembaruan❤️❤️",5,tokopedia bagus sekarangsaya harap bagus baru,netral
"Seminggu ini ada bug animasi loading tidak jalan/muter. Contohnya saat tekan tombol ""terapkan"" pada fitur filter pencarian",3,minggu bug animasi loading jalanmuter contoh tekan tombol terap fitur filter cari,negatif
Min tolong dong batas Barangnya di lebihin dong jadi 800 barang soalnya mau bikin project game dari 800 barang itu,2,min tolong batas barang lebihin barang bikin project game barang,netral
sangat baik dalam segala hal,5,,netral
mantap belanja dapat bonus,5,mantap belanja bonus,positif
gaje,1,gaje,negatif
kurang baik,1,,netral
aplikasi takut rugi kalah sama shopee dan lazada harga lebih menarik dan banyak gratis ongkir,1,aplikasi takut rugi kalah shopee lazada harga tarik gratis ongkir,netral
iklan sangat menggnaggu,1,iklan menggnaggu,netral
"Amit amit sekarang chat yang bisa ditampilin di tokped sekarang cuma chat kita sebagai pembeli aja. JUAL BARANG? Balas chatnya di apk terpisah 😊😊😊 Balikinlah kayak dulu lagi, malu noh sama shopee yg balas chat sebagai penjual & pembeli bisa di 1 apk",1,amit amit chat ditampilin tokped chat beli aja jual barang balas chatnya apk pisah balikinlah kayak malu noh shopee yg balas chat jual beli apk,positif
cepat,5,cepat,netral
kok parah skr,1,parah skr,negatif
gampang,5,gampang,netral
aplikasi sudah kurang bagus tidak bisa melakukan transaksi pembayaran,1,aplikasi bagus transaksi bayar,netral
Menu Official Store kenapa dihilangkan?,4,menu official store hilang,netral
tokopedia emang membanggakan,5,tokopedia emang bangga,positif
aplikasinya sangat berkah dan manfaat,5,aplikasi berkah manfaat,positif
sangat puas,5,puas,positif
"sumpah pas gabung ke tiktok, tokopedia malah ancur, dulu pusat bantuannya ditangani dengan baik. sekarang yang bales chat seperti AI, jabawannya monoton tanpa solusi",1,sumpah pas gabung tiktok tokopedia ancur pusat bantu tangan bales chat ai jabawannya monoton solusi,positif
"beli file PDF, kena ongkir juga",1,beli file pdf kena ongkir,negatif
"riwayat transaksi gak bisa nampil semua. bahkan transaksi 2024 cm nampil mulai okt aja. pdhl butuh yg sblm²nya. awal pakai plus, bisa 5 toko dlm 1 transaksi. skr cm bisa 3.",1,riwayat transaksi nampil transaksi cm nampil okt aja pdhl butuh yg sblm nya pakai plus toko dlm transaksi skr cm,positif
dari segi spek sama dari segi barang & harga masih meragukan Skali...antara barang yg asli nya sama yg cma aksesoris nya pembeli belm tau pasti ntah itu hp yg sbnar nya ato cuma aksesoris nya sja tdak tau...spek nya barang juga ragu masih bgus ato sdah lecet tdak tau toh itu pernh jatuh ato kna air juga gk jelas...sperpat apa lgi sdah pernh ganti ato blm juga gk tau...kualitas barang juga gk jelas stelah di pegang tangan ke brapa kali gk tau jdi identitas pemilik pertama juga gk tau asli j,1,segi spek segi barang harga ragu skaliantara barang yg asli nya yg cma aksesoris nya beli belm ntah hp yg sbnar nya ato aksesoris nya sja tdak tauspek nya barang ragu bgus ato sdah lecet tdak pernh jatuh ato kna air jelassperpat lgi sdah pernh ganti ato blm taukualitas barang stelah pegang tangan brapa kali identitas milik asli j,negatif
ongkirnya mahal,2,ongkirnya mahal,positif
satisfied,5,satisfied,netral
"yuk pindah ke shope , integrasi tokopedia sangat ribett ,,, niat mau jualan malah gak bisa aplikasi gak guna sampah bangettt",1,yuk pindah shope integrasi tokopedia ribett niat jual aplikasi sampah bangettt,positif
sudah ditutup akunnya diapp ini,1,tutup akun diapp,negatif
jangan pernah download Tokopedia bener isi ya penipu semua barang yang dijual ga sama dengan yang di kirim pengembalian dana juga ga jelas,1,download tokopedia bener isi ya tipu barang jual kirim kembali dana,positif
refundnya ga sesuai nominal yang dipayment diawal utk data yg habis tetep dijual utk pelanggan tetap klik dan payment,1,refundnya sesuai nominal dipayment awal utk data yg habis tetep jual utk langgan klik payment,positif
mantap,5,mantap,positif
"Sukses selalu buat app ini, semoga segala kemudahan bisa saya dapatkan disatu app saja.. seperti bayar pajak STNK, PBB, BPJS, Listrik, Air, Gas, Kredit Rumah, dan baiaya Sekolah, ini dah zaman 4.0 seharusnya kita g perlu antri atau datang ketempat tersebut hanya untuk bayar pajak..Yang benar aja",3,sukses app moga mudah dapat satu app bayar pajak stnk pbb bpjs listrik air gas kredit rumah baiaya sekolah zaman antri tempat bayar pajakyang aja,positif
"dikit-dikit update, mau beli barang update, mau cek ongkir update, baru update selang 2 hari update. gk beres2 upadatenya",2,dikitdikit update beli barang update cek ongkir update update selang update beres upadatenya,negatif
jelek gak layak dipakai lagi.,1,jelek layak pakai,negatif
"baru pertama kali pake apk ini belanja disini uda sial ajaa, masa pake saya di ambil sama kurir nya di kasi ke saya nya cuma kardus kosong aduh g amanah bgt",1,kali pake apk belanja uda sial ajaa pake ambil kurir nya kasi nya kardus kosong aduh amanah bgt,negatif
"beli pake virtual account lunas, kurir ke rumah minta uang COD, Tokopedia parah complain slow respon, toko di chat ga aktif2, cari di google no call center malah banyak penipu, complain susah.",1,beli pake virtual account lunas kurir rumah uang cod tokopedia parah complain slow respon toko chat aktif cari google no call center tipu complain susah,positif
